Temperature,Humidity,Soil Moisture,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Soil Type,Season,Location,Crop
19.5,80.0,74.00482099269252,28,146,200,5.6,72.1,Black,Rabi,Kolkata,Grapes
22.0,53.3,44.77677166047913,114,36,25,5.8,109.0,Loamy,Zaid,Pune,Coffee
26.2,60.3,51.28090171625557,19,60,13,5.4,48.7,Black,Kharif,Mumbai,Lentil
27.7,84.6,74.73141147865611,115,80,58,5.4,114.3,Red,Zaid,Mumbai,Banana
28.1,55.8,43.55974317943934,42,55,25,5.9,37.8,Black,Zaid,Pune,Mothbeans
31.0,45.9,35.03188075903175,32,39,36,5.5,100.2,Clay,Zaid,Hyderabad,Mango
31.6,58.7,48.68217066702589,54,69,26,7.6,75.4,Clay,Zaid,Chennai,Blackgram
25.1,89.2,81.53650190899809,99,11,59,6.0,38.2,Loamy,Zaid,Nagpur,Watermelon
27.0,64.5,53.78600073458471,21,79,28,4.6,110.5,Loamy,Zaid,Kolkata,Pigeonpeas
26.1,63.8,50.80330095115043,116,15,38,6.0,106.9,Clay,Zaid,Ahmedabad,Coffee
22.6,97.1,90.0,52,45,41,7.2,159.2,Clay,Zaid,Chennai,Papaya
24.3,87.5,77.97276768178534,38,117,192,6.6,56.4,Red,Rabi,Nashik,Grapes
27.4,57.6,46.31300591841391,43,38,11,7.2,50.9,Black,Rabi,Chennai,Mungbean
20.8,59.7,52.0293494385024,18,66,21,5.6,52.9,Clay,Rabi,Bangalore,Lentil
32.5,55.4,43.313404094132416,33,16,39,4.3,98.2,Red,Rabi,Hyderabad,Mango
25.4,80.2,72.89749439900083,78,56,42,6.0,177.9,Red,Kharif,Chennai,Rice
28.5,81.5,67.49922811763217,18,127,192,5.6,67.2,Clay,Zaid,Nagpur,Grapes
23.9,95.2,88.93195251309349,85,23,41,7.2,37.9,Red,Zaid,Pune,Watermelon
29.8,95.5,87.26693878747997,41,6,7,6.7,107.6,Clay,Rabi,Pune,Orange
23.8,49.7,40.387266372262616,99,27,21,6.6,192.1,Black,Zaid,Ahmedabad,Coffee
23.4,73.1,58.43174127231805,88,45,38,6.1,147.3,Black,Kharif,Nagpur,Jute
20.1,97.4,87.79239001246195,16,6,39,6.8,115.8,Loamy,Rabi,Hyderabad,Pomegranate
26.6,60.7,49.332939379592034,28,52,26,6.0,57.8,Red,Zaid,Bangalore,Lentil
27.9,47.3,40.569014641616434,20,52,27,6.4,46.6,Red,Zaid,Hyderabad,Mothbeans
23.2,64.1,50.95737226907383,23,51,13,7.1,53.8,Loamy,Kharif,Delhi,Lentil
24.6,89.2,74.8057157461202,69,46,56,6.8,190.0,Black,Kharif,Nagpur,Papaya
5.0,89.4,78.68366075609956,16,124,197,6.2,119.1,Red,Zaid,Delhi,Apple
27.1,48.3,37.06225626806892,27,39,20,6.3,92.5,Black,Kharif,Nagpur,Mango
33.3,88.1,77.95622863257077,42,16,18,6.9,108.9,Loamy,Rabi,Hyderabad,Orange
23.7,64.7,53.55027815114444,29,84,29,4.7,113.7,Red,Kharif,Ahmedabad,Pigeonpeas
23.4,65.4,50.65070052524395,18,37,21,6.9,66.4,Red,Kharif,Ahmedabad,Mothbeans
25.1,84.9,73.82231766100804,92,39,48,5.6,166.3,Red,Kharif,Bangalore,Jute
26.4,98.0,90.0,23,5,25,5.6,204.7,Loamy,Kharif,Ahmedabad,Coconut
23.8,63.7,56.43375726239058,32,61,11,7.3,94.3,Loamy,Kharif,Hyderabad,Pigeonpeas
26.4,51.6,38.72269496872031,30,54,19,6.6,32.7,Loamy,Kharif,Nashik,Mothbeans
28.1,66.0,56.25280773454792,48,77,27,7.3,55.9,Black,Rabi,Nagpur,Blackgram
25.5,87.7,79.49361558638498,63,50,31,7.1,176.4,Red,Kharif,Nagpur,Jute
29.2,65.2,58.036417727717,16,52,16,4.0,62.8,Black,Zaid,Nashik,Mothbeans
34.0,57.3,44.53235847320128,44,13,34,6.6,95.3,Clay,Rabi,Ahmedabad,Mango
34.2,55.9,44.94791627217437,41,41,29,4.6,96.7,Black,Kharif,Pune,Mango
21.2,86.2,79.8399714946169,28,131,199,5.8,56.0,Clay,Zaid,Hyderabad,Grapes
21.3,49.1,40.09553235784079,23,77,88,5.9,50.0,Loamy,Rabi,Hyderabad,Chickpea
25.8,89.2,77.78894307545785,85,13,42,6.6,61.7,Clay,Zaid,Pune,Watermelon
28.4,65.4,57.54827592464375,17,70,18,7.6,104.2,Clay,Zaid,Chennai,Pigeonpeas
26.3,63.6,54.037099185110456,22,60,25,6.3,51.5,Red,Zaid,Nagpur,Lentil
26.3,91.3,80.08741468865014,40,23,34,6.2,179.2,Black,Rabi,Bangalore,Coconut
22.5,84.7,70.015647369721,41,147,207,6.1,73.8,Clay,Zaid,Ahmedabad,Grapes
23.9,87.0,80.497273270906,91,64,36,6.9,180.7,Red,Kharif,Chennai,Rice
25.1,29.5,18.428347000863507,16,77,16,5.3,104.5,Clay,Zaid,Hyderabad,Kidneybeans
21.8,71.9,62.07768249966877,29,60,77,5.7,40.2,Clay,Rabi,Ahmedabad,Chickpea
26.5,50.7,40.98866938209787,40,53,15,5.0,122.3,Red,Rabi,Ahmedabad,Pigeonpeas
23.9,64.6,57.62280307216355,24,55,28,5.9,39.9,Red,Zaid,Bangalore,Lentil
22.9,55.4,49.466621801989334,37,78,80,6.5,34.3,Clay,Rabi,Mumbai,Chickpea
20.3,48.4,38.58463599671825,83,59,17,5.7,84.2,Loamy,Kharif,Ahmedabad,Maize
24.9,88.9,80.28117714165569,36,29,15,7.7,126.5,Clay,Rabi,Mumbai,Orange
23.4,77.3,66.52363555190922,74,47,33,6.2,218.8,Red,Kharif,Chennai,Rice
23.7,83.1,71.92038139992177,20,140,197,5.9,83.8,Loamy,Zaid,Hyderabad,Grapes
26.3,57.7,50.177366531236224,43,63,22,7.1,61.9,Black,Zaid,Chennai,Blackgram
28.5,67.0,57.43021270650394,17,32,11,7.2,59.2,Clay,Zaid,Ahmedabad,Mungbean
14.9,91.7,82.7281551084082,41,139,192,5.8,109.4,Clay,Zaid,Nagpur,Apple
18.0,54.7,41.45640299689379,27,82,10,7.1,94.6,Clay,Rabi,Chennai,Pigeonpeas
26.7,94.4,86.32949033204324,105,15,49,6.8,36.0,Clay,Zaid,Chennai,Watermelon
21.8,63.4,54.17660662602522,30,82,70,6.4,44.2,Black,Rabi,Hyderabad,Chickpea
24.9,80.4,71.39326799529951,16,148,190,5.7,72.7,Black,Zaid,Nagpur,Grapes
24.8,82.6,75.58474999069755,30,128,191,5.8,72.8,Red,Kharif,Nashik,Grapes
25.8,87.2,78.76329697089822,77,30,45,5.9,161.8,Loamy,Kharif,Kolkata,Jute
23.5,70.5,58.9265434778773,68,48,35,6.9,135.8,Red,Kharif,Pune,Jute
26.1,69.0,63.556684749698135,137,35,25,6.6,64.8,Red,Kharif,Pune,Cotton
5.4,93.6,87.78896165112485,28,115,202,6.1,112.0,Loamy,Zaid,Mumbai,Apple
25.3,80.6,73.40249979321237,88,78,58,5.9,101.5,Loamy,Rabi,Mumbai,Banana
23.7,28.6,15.66205449404482,44,52,13,5.6,100.5,Red,Rabi,Mumbai,Kidneybeans
25.9,73.1,60.20605694468664,88,37,39,6.1,139.8,Red,Kharif,Chennai,Jute
24.1,90.9,81.89614831809959,117,24,49,5.8,28.9,Clay,Zaid,Nashik,Muskmelon
13.2,90.4,77.28007257672672,21,8,7,7.1,119.2,Loamy,Kharif,Chennai,Orange
17.1,29.2,15.213365091352129,18,81,24,6.0,74.7,Loamy,Rabi,Nagpur,Kidneybeans
17.9,90.9,77.33526978642884,30,21,45,6.5,95.3,Black,Kharif,Mumbai,Pomegranate
24.9,49.0,42.850529959891226,15,55,25,4.0,72.5,Clay,Kharif,Chennai,Mothbeans
35.9,95.2,88.76457582461293,20,15,19,7.1,116.3,Red,Rabi,Chennai,Orange
33.1,44.8,37.01913019453218,39,18,25,5.3,90.3,Red,Rabi,Bangalore,Mango
24.3,87.3,79.69859018838818,27,9,48,6.0,112.8,Black,Zaid,Kolkata,Pomegranate
23.6,60.5,46.042828073862204,119,38,31,5.9,157.3,Black,Rabi,Delhi,Coffee
27.8,92.7,80.79758067717233,43,16,30,5.6,193.3,Loamy,Kharif,Chennai,Coconut
22.6,82.9,75.8853798268979,58,45,32,6.1,182.8,Clay,Kharif,Ahmedabad,Jute
28.4,51.4,39.95173153360081,18,40,14,8.3,68.6,Black,Rabi,Delhi,Mothbeans
22.2,66.8,53.375021571773345,22,81,20,6.6,38.6,Clay,Zaid,Nagpur,Lentil
30.7,49.8,40.93976774164594,36,33,35,4.4,90.8,Clay,Rabi,Mumbai,Mango
9.8,89.8,75.89992500242693,23,17,15,7.3,113.5,Clay,Zaid,Chennai,Orange
30.8,71.6,64.471734342018,40,58,22,6.3,57.8,Loamy,Kharif,Pune,Mungbean
26.7,81.3,71.35846093879708,112,88,57,5.7,121.9,Loamy,Kharif,Nashik,Banana
25.4,89.0,76.58724361534698,101,17,43,6.6,44.6,Red,Zaid,Pune,Watermelon
28.7,85.9,75.63333391551613,112,60,57,6.1,121.7,Red,Kharif,Nashik,Banana
9.5,95.7,87.1702443265395,32,26,10,7.5,113.4,Red,Kharif,Nashik,Orange
29.7,87.1,76.48584794431748,19,8,39,5.8,148.5,Loamy,Kharif,Kolkata,Coconut
24.4,94.5,88.51412217526813,114,6,46,6.4,29.0,Black,Zaid,Mumbai,Muskmelon
35.9,90.6,76.51194563710966,31,29,14,5.8,118.8,Black,Rabi,Ahmedabad,Orange
27.1,42.0,34.911554318998824,16,33,39,4.7,106.5,Clay,Zaid,Nashik,Mango
14.9,90.7,78.55296093208237,24,126,193,6.3,122.1,Red,Rabi,Nashik,Apple
26.6,65.6,52.409111922744785,35,31,18,7.1,59.2,Clay,Zaid,Ahmedabad,Mungbean
24.2,95.1,88.20268659583792,110,18,48,5.9,27.3,Clay,Zaid,Hyderabad,Muskmelon
21.3,70.0,58.62890459763027,20,50,26,5.6,53.1,Clay,Kharif,Pune,Lentil
26.4,54.7,46.4343853171132,22,13,23,6.0,83.2,Loamy,Zaid,Chennai,Mango
24.1,74.9,69.66963982374841,62,32,46,7.1,139.7,Red,Kharif,Pune,Jute
26.9,68.3,53.902475845209,62,41,37,7.2,140.0,Black,Kharif,Bangalore,Jute
27.8,90.3,83.87625532830883,94,13,43,6.8,45.1,Red,Zaid,Delhi,Watermelon
24.8,94.6,84.06907733456438,46,48,46,6.8,160.5,Red,Kharif,Ahmedabad,Papaya
33.2,59.2,51.816372219524034,35,69,26,7.1,78.5,Clay,Kharif,Bangalore,Blackgram
26.7,87.0,80.02351734831515,60,63,45,6.3,216.6,Red,Kharif,Hyderabad,Papaya
29.1,65.2,53.98299286649956,38,61,28,7.2,45.1,Clay,Rabi,Hyderabad,Mungbean
30.3,68.1,56.89768542366918,16,48,17,6.6,31.2,Red,Kharif,Bangalore,Mungbean
26.4,80.9,66.58301064843302,114,72,55,5.6,101.3,Black,Zaid,Mumbai,Banana
27.4,88.1,73.54242686656114,108,23,51,6.1,60.2,Clay,Zaid,Kolkata,Watermelon
25.3,87.8,82.04298865316531,119,16,49,6.9,50.2,Clay,Zaid,Ahmedabad,Watermelon
20.4,85.9,79.48153880022241,61,62,38,6.1,205.8,Clay,Kharif,Ahmedabad,Rice
26.0,52.3,39.15553324420148,31,82,23,6.6,94.5,Red,Kharif,Kolkata,Pigeonpeas
17.0,65.9,52.275136804991405,29,55,73,5.9,30.8,Black,Rabi,Kolkata,Chickpea
27.8,68.6,63.12883410832888,124,18,37,6.2,170.1,Red,Kharif,Chennai,Coffee
30.1,52.9,45.343614180646206,22,37,14,8.6,67.7,Loamy,Rabi,Hyderabad,Mothbeans
26.6,97.6,90.0,93,19,41,7.0,36.6,Black,Zaid,Mumbai,Watermelon
22.4,64.6,52.25307661152184,116,39,34,6.3,187.0,Red,Zaid,Nashik,Coffee
28.0,68.0,61.74280317886256,44,55,21,4.3,35.1,Clay,Kharif,Chennai,Mothbeans
29.3,50.1,38.49314835814749,26,37,14,6.9,70.4,Red,Kharif,Mumbai,Mothbeans
22.4,82.3,67.97276960744234,84,58,44,7.1,211.5,Loamy,Kharif,Delhi,Rice
23.1,87.5,78.03786617894461,93,28,42,7.0,57.8,Clay,Zaid,Mumbai,Watermelon
24.3,97.1,85.77131416158768,109,23,46,5.7,24.3,Clay,Zaid,Chennai,Muskmelon
25.2,49.5,36.45990730294719,131,59,19,7.5,89.8,Loamy,Kharif,Nashik,Cotton
22.4,95.0,89.94498344210756,28,17,19,7.0,126.2,Red,Kharif,Ahmedabad,Orange
29.0,95.6,87.35943738762717,31,17,29,5.9,181.1,Black,Kharif,Kolkata,Coconut
26.0,90.0,75.76650414298666,85,15,44,7.1,53.9,Loamy,Zaid,Mumbai,Watermelon
27.3,73.5,66.94611081110484,116,69,51,5.7,120.3,Black,Kharif,Nashik,Banana
19.3,83.4,76.75395054530874,22,34,40,6.8,101.7,Black,Zaid,Hyderabad,Pomegranate
24.5,94.3,79.90018486695644,16,30,32,5.5,111.6,Clay,Rabi,Nagpur,Pomegranate
24.0,26.7,16.24775936933689,18,62,22,5.8,60.1,Black,Kharif,Mumbai,Kidneybeans
24.7,87.3,73.66256805471698,94,34,56,5.4,31.1,Clay,Zaid,Hyderabad,Muskmelon
24.1,31.5,24.057840780012008,19,81,20,6.0,148.3,Red,Rabi,Mumbai,Kidneybeans
27.2,60.8,49.26713287041433,39,35,14,6.5,55.5,Red,Kharif,Chennai,Mungbean
29.4,54.8,45.173262921778715,36,20,31,5.8,91.4,Loamy,Zaid,Pune,Mango
26.9,77.1,63.34394421657744,84,35,48,5.4,149.4,Clay,Kharif,Mumbai,Jute
28.5,90.3,84.42488974743331,117,20,57,5.6,19.5,Loamy,Zaid,Pune,Muskmelon
27.1,72.5,58.208575448544615,22,57,18,6.4,59.1,Clay,Kharif,Ahmedabad,Mungbean
20.0,60.5,51.342594308156,74,40,21,5.5,92.7,Loamy,Kharif,Ahmedabad,Maize
23.5,97.7,89.86763494665661,47,56,59,5.9,122.2,Clay,Rabi,Delhi,Papaya
24.9,92.7,80.9323956919328,110,24,58,5.7,25.9,Loamy,Zaid,Mumbai,Muskmelon
22.9,95.8,87.11059601461567,23,16,30,5.7,105.2,Red,Kharif,Chennai,Pomegranate
29.5,88.5,75.868933247095,15,26,32,6.7,182.3,Red,Zaid,Hyderabad,Coconut
29.3,88.4,77.53532871089192,23,33,6,6.0,125.7,Loamy,Rabi,Delhi,Orange
30.3,69.9,63.04619242239942,60,73,20,7.6,65.8,Clay,Kharif,Mumbai,Blackgram
27.0,62.6,51.856730956105224,33,52,16,6.7,51.1,Red,Kharif,Bangalore,Mungbean
26.6,92.2,79.76727273646654,113,11,55,5.5,29.3,Black,Zaid,Delhi,Muskmelon
18.5,58.5,52.233036886926556,28,55,77,5.7,38.0,Black,Rabi,Ahmedabad,Chickpea
26.9,87.2,82.09021664910907,36,125,194,5.6,73.5,Clay,Zaid,Ahmedabad,Grapes
18.6,59.7,50.77147280588987,36,77,13,4.4,98.8,Red,Rabi,Nashik,Pigeonpeas
32.2,59.4,50.300349677869846,53,57,28,7.1,79.3,Red,Zaid,Nashik,Blackgram
17.1,28.1,14.839996507654496,44,55,28,5.3,131.7,Red,Kharif,Mumbai,Kidneybeans
16.5,24.0,16.38282726010264,21,59,19,5.5,82.2,Loamy,Zaid,Nashik,Kidneybeans
22.7,59.6,53.446634859934385,18,66,27,7.0,34.0,Red,Zaid,Delhi,Lentil
22.1,47.8,38.024836843875825,30,77,86,5.9,53.0,Red,Rabi,Bangalore,Chickpea
21.6,57.5,51.53232104611503,28,68,72,6.4,44.2,Red,Rabi,Delhi,Chickpea
28.3,60.6,54.90363624747775,60,61,12,6.9,73.2,Red,Zaid,Delhi,Blackgram
25.4,54.1,45.698571354709486,116,34,23,6.0,112.1,Red,Rabi,Bangalore,Coffee
22.8,32.7,19.05023187334831,29,63,24,5.7,87.2,Black,Rabi,Chennai,Kidneybeans
21.8,98.0,88.12265069532583,39,17,11,7.3,108.9,Black,Kharif,Bangalore,Orange
28.3,94.0,83.07845068180518,34,14,30,6.5,197.5,Black,Rabi,Nagpur,Coconut
16.4,24.1,11.797753919935001,27,83,25,6.2,85.7,Black,Rabi,Hyderabad,Kidneybeans
22.3,72.1,65.5310693034554,35,57,81,6.5,61.5,Red,Rabi,Mumbai,Chickpea
20.4,66.6,60.26332415157048,42,52,74,6.2,38.6,Black,Rabi,Delhi,Chickpea
34.0,91.1,82.64748792154553,35,30,13,6.4,99.7,Black,Kharif,Ahmedabad,Orange
26.5,67.0,58.11724536609787,41,62,13,6.1,59.6,Black,Kharif,Mumbai,Mungbean
23.4,95.8,86.97134381638764,89,13,57,6.6,42.1,Clay,Zaid,Nagpur,Watermelon
24.8,55.4,50.05093476604266,125,60,29,6.2,57.0,Clay,Kharif,Ahmedabad,Cotton
28.4,57.9,42.94695039849453,34,45,27,8.0,57.7,Clay,Zaid,Hyderabad,Mothbeans
20.8,81.8,75.2521591333881,40,129,205,6.4,68.5,Loamy,Rabi,Hyderabad,Grapes
26.9,87.4,76.45148438202966,62,53,46,6.2,178.1,Clay,Kharif,Mumbai,Rice
18.4,18.6,12.760167960625177,24,57,26,6.0,153.7,Clay,Zaid,Bangalore,Kidneybeans
25.6,82.2,71.04122188625567,78,62,42,6.7,204.9,Red,Kharif,Chennai,Rice
29.3,95.6,83.38238791580392,43,19,30,6.1,173.9,Black,Rabi,Pune,Coconut
23.9,49.2,35.83700285597162,114,57,18,7.6,67.0,Red,Kharif,Pune,Cotton
25.2,69.8,59.16306730525763,64,46,20,6.5,100.7,Loamy,Kharif,Ahmedabad,Maize
19.8,86.6,81.54693967506797,90,34,46,5.8,223.9,Red,Kharif,Bangalore,Rice
24.8,92.9,79.68481101204101,108,34,50,6.0,34.7,Black,Zaid,Pune,Muskmelon
27.3,97.3,85.11733332367405,101,20,41,6.0,33.0,Loamy,Zaid,Bangalore,Muskmelon
25.3,89.0,83.97643545356947,103,28,46,6.3,35.6,Clay,Zaid,Nashik,Watermelon
20.7,82.3,72.2532894238488,84,33,32,7.0,181.8,Clay,Kharif,Nashik,Rice
7.6,97.8,85.94956940657698,23,123,193,6.6,105.1,Black,Rabi,Mumbai,Apple
27.8,83.9,73.2894119714642,120,99,45,5.8,111.1,Black,Zaid,Nashik,Banana
23.4,84.3,74.63162139359935,84,56,46,6.7,209.5,Black,Kharif,Kolkata,Rice
9.4,90.7,83.43313803537139,27,135,207,6.0,124.2,Black,Kharif,Nagpur,Apple
17.0,53.3,42.86241132497813,19,56,89,6.4,52.8,Loamy,Rabi,Delhi,Chickpea
22.3,69.1,54.25890936308874,21,68,12,6.1,56.9,Loamy,Zaid,Chennai,Lentil
29.4,49.3,38.33044720542272,15,83,22,5.7,98.3,Loamy,Rabi,Delhi,Pigeonpeas
19.5,88.0,77.4748703144743,90,58,42,6.6,188.3,Loamy,Kharif,Kolkata,Rice
27.8,72.5,61.41241152631402,10,54,21,6.5,40.0,Black,Zaid,Bangalore,Lentil
24.8,61.9,55.7466227959593,8,56,28,6.6,54.4,Loamy,Rabi,Chennai,Lentil
25.2,63.5,55.85175279909383,143,60,24,6.2,80.3,Black,Kharif,Pune,Cotton
19.8,51.9,46.62224386219019,35,79,19,5.6,96.0,Red,Zaid,Mumbai,Pigeonpeas
23.5,91.4,81.79438475413012,42,23,46,6.0,99.4,Red,Zaid,Mumbai,Pomegranate
28.4,57.9,43.05933223611841,44,47,24,6.8,39.1,Red,Kharif,Nagpur,Mungbean
30.1,45.6,33.51903020717006,21,37,28,5.9,81.4,Black,Rabi,Kolkata,Mango
27.1,67.1,57.44434478341193,16,54,23,6.3,30.6,Red,Zaid,Hyderabad,Mungbean
25.4,19.4,10.0,37,77,17,5.4,109.1,Black,Zaid,Hyderabad,Kidneybeans
24.9,92.7,79.69048227383439,108,13,44,7.0,45.3,Red,Zaid,Mumbai,Watermelon
25.0,92.2,80.78271067689973,92,28,58,6.5,42.5,Clay,Zaid,Delhi,Watermelon
24.2,92.6,83.84290303022861,87,5,59,5.9,45.1,Loamy,Zaid,Kolkata,Watermelon
26.8,95.0,82.81508428921998,59,68,56,6.4,184.7,Clay,Kharif,Nagpur,Papaya
30.8,70.6,60.51915300818785,30,63,23,6.4,45.6,Red,Zaid,Kolkata,Mungbean
27.0,91.3,77.18992885628238,17,31,6,6.4,129.8,Black,Rabi,Hyderabad,Orange
30.2,58.3,46.47611558426023,36,61,21,7.7,75.2,Red,Kharif,Bangalore,Blackgram
25.8,93.2,84.17543973260626,36,31,21,6.7,216.8,Black,Kharif,Pune,Coconut
29.0,83.1,72.74085659535189,107,94,44,6.6,118.0,Loamy,Kharif,Chennai,Banana
29.7,58.2,44.63992377522449,23,62,14,6.7,145.9,Clay,Kharif,Pune,Pigeonpeas
25.9,68.0,62.87677791414322,48,72,11,7.7,74.8,Black,Kharif,Nagpur,Blackgram
21.1,97.2,83.05866625725689,24,16,14,6.0,118.9,Black,Zaid,Ahmedabad,Orange
23.9,92.8,84.75095589290765,106,24,54,6.3,55.9,Loamy,Zaid,Nashik,Watermelon
26.4,97.6,83.87011331671405,109,33,46,5.5,16.8,Clay,Zaid,Ahmedabad,Muskmelon
23.8,66.0,51.06870888379005,106,26,34,6.4,147.2,Clay,Kharif,Kolkata,Coffee
25.4,65.1,56.89148025459622,98,14,38,6.5,164.6,Clay,Rabi,Delhi,Coffee
27.6,70.9,64.74870466698259,63,33,22,6.0,79.1,Loamy,Kharif,Hyderabad,Maize
18.1,54.1,46.90069502647233,38,65,87,5.7,38.4,Black,Rabi,Kolkata,Chickpea
5.0,96.4,88.19401757023061,36,122,191,5.4,109.6,Loamy,Zaid,Bangalore,Apple
25.9,83.7,69.65334455347251,78,60,49,6.5,153.7,Clay,Kharif,Bangalore,Jute
26.7,50.4,42.52663586471617,16,38,21,6.3,86.0,Red,Kharif,Pune,Mango
25.2,96.9,90.0,57,41,53,7.2,159.8,Loamy,Kharif,Ahmedabad,Papaya
22.6,62.6,57.494847320699584,24,59,17,6.2,101.4,Black,Rabi,Mumbai,Pigeonpeas
24.2,62.8,55.7108483761807,23,55,20,7.1,97.5,Black,Zaid,Kolkata,Pigeonpeas
25.2,49.0,42.64182067171421,117,54,14,7.4,90.9,Loamy,Kharif,Chennai,Cotton
26.2,65.8,53.211706394895685,12,72,24,5.5,40.5,Loamy,Kharif,Hyderabad,Lentil
22.6,57.1,51.25326688813515,10,66,21,6.7,52.0,Loamy,Rabi,Pune,Lentil
19.1,78.2,66.55491712015736,67,30,48,6.5,214.0,Red,Kharif,Delhi,Rice
27.1,92.9,82.37464243937765,44,26,21,6.3,198.9,Red,Rabi,Hyderabad,Coconut
29.7,55.1,48.46829282945823,36,31,33,6.3,106.6,Clay,Rabi,Nagpur,Mango
23.8,93.3,87.69714328158041,105,5,50,6.4,51.8,Clay,Zaid,Nagpur,Watermelon
17.4,60.7,53.03655907528794,17,82,11,4.7,96.8,Red,Zaid,Pune,Pigeonpeas
29.5,59.0,51.50350973164511,42,77,20,6.6,78.6,Red,Kharif,Ahmedabad,Blackgram
28.9,57.6,49.831928001230594,23,13,35,4.5,83.6,Clay,Rabi,Mumbai,Mango
27.7,74.3,65.85956664239973,113,85,57,6.3,89.0,Clay,Zaid,Chennai,Banana
19.9,59.9,45.409482241957186,37,70,25,5.5,138.7,Clay,Rabi,Chennai,Pigeonpeas
25.8,68.4,57.75245406519377,123,12,32,6.6,163.2,Red,Rabi,Delhi,Coffee
19.5,56.3,50.31823578446253,18,63,87,6.6,30.1,Red,Rabi,Chennai,Chickpea
25.0,83.0,68.26414516951147,112,94,48,5.6,106.9,Black,Rabi,Pune,Banana
27.6,75.2,70.17843265641883,87,78,58,5.6,108.9,Loamy,Rabi,Hyderabad,Banana
17.8,93.7,86.43541666725966,17,32,46,7.1,105.2,Clay,Kharif,Mumbai,Pomegranate
16.7,70.4,60.25139195624564,41,64,81,6.1,34.8,Black,Rabi,Chennai,Chickpea
5.0,94.1,81.10980114682192,42,136,208,6.2,116.3,Black,Zaid,Nagpur,Apple
20.5,46.5,33.988843582129036,19,68,26,5.7,112.3,Loamy,Zaid,Nashik,Pigeonpeas
24.9,87.5,78.76474686286298,107,24,55,6.3,26.4,Red,Zaid,Ahmedabad,Muskmelon
28.3,54.2,40.02854880925575,32,19,26,4.6,102.0,Red,Zaid,Chennai,Mango
27.6,66.0,54.79387879389663,93,36,35,6.5,105.8,Black,Zaid,Kolkata,Coffee
22.1,62.6,48.87405992538696,20,84,11,6.7,30.5,Clay,Rabi,Ahmedabad,Lentil
24.5,48.0,34.47269663957727,42,57,14,8.3,32.5,Red,Zaid,Kolkata,Mothbeans
23.8,55.7,49.26546413977448,106,24,39,6.0,148.2,Clay,Rabi,Mumbai,Coffee
19.7,94.2,81.97292089560662,31,24,19,7.1,110.0,Clay,Kharif,Nashik,Orange
21.2,30.6,18.736503882979854,18,58,24,5.9,124.6,Red,Kharif,Delhi,Kidneybeans
18.4,61.7,53.42720901353255,35,58,70,5.4,47.0,Black,Rabi,Pune,Chickpea
20.4,58.6,48.38892988077068,23,60,15,5.9,33.1,Clay,Zaid,Ahmedabad,Lentil
33.5,58.0,52.83824737783797,32,24,37,5.4,85.0,Red,Rabi,Hyderabad,Mango
18.8,32.0,19.883459030188142,37,79,22,5.7,111.0,Clay,Rabi,Pune,Kidneybeans
27.1,83.1,70.88599687672256,105,84,59,5.8,97.3,Black,Kharif,Mumbai,Banana
20.1,56.8,45.12214147023204,28,58,86,6.7,58.4,Black,Rabi,Chennai,Chickpea
25.6,46.4,39.10709920839336,33,63,13,5.2,148.2,Red,Kharif,Hyderabad,Pigeonpeas
5.0,90.7,78.44927633049403,34,121,192,6.7,113.0,Loamy,Kharif,Delhi,Apple
7.8,94.5,85.49643468575607,24,139,191,5.7,123.3,Red,Kharif,Ahmedabad,Apple
28.1,82.6,74.23140262352769,17,127,198,5.6,77.4,Loamy,Zaid,Hyderabad,Grapes
25.3,25.1,18.066511834552966,32,72,23,5.8,63.2,Red,Rabi,Ahmedabad,Kidneybeans
31.7,51.3,38.35885272358633,29,32,27,6.0,91.8,Red,Rabi,Delhi,Mango
30.6,58.6,47.43290151709205,43,51,24,7.0,75.1,Red,Rabi,Nagpur,Blackgram
25.9,90.9,77.12962052804694,44,48,59,6.8,195.4,Red,Rabi,Mumbai,Papaya
5.0,91.0,82.66201710194373,29,145,208,5.7,96.8,Red,Zaid,Chennai,Apple
28.9,95.1,84.24699471830252,86,25,40,6.2,32.9,Loamy,Zaid,Pune,Muskmelon
22.8,21.2,10.61950566845406,17,66,14,5.7,102.2,Red,Kharif,Delhi,Kidneybeans
25.0,92.6,79.17188395513675,57,54,51,6.8,156.1,Black,Kharif,Pune,Papaya
25.5,85.5,73.99572841611422,39,136,209,6.4,82.5,Clay,Rabi,Kolkata,Grapes
19.6,85.7,72.3918087054482,25,139,199,6.5,77.2,Loamy,Kharif,Nashik,Grapes
25.1,62.5,49.20414929758618,55,65,10,6.7,55.2,Black,Rabi,Bangalore,Blackgram
21.9,87.7,78.37206538570653,42,23,46,5.6,96.3,Black,Zaid,Nagpur,Pomegranate
20.1,96.3,86.06019920399608,22,17,13,7.3,96.6,Clay,Zaid,Nashik,Orange
29.9,63.9,52.135954238094676,29,74,15,4.8,85.0,Black,Rabi,Kolkata,Pigeonpeas
20.7,67.9,60.98865583592244,59,32,23,5.6,96.2,Clay,Kharif,Mumbai,Maize
22.9,72.8,65.35940635334086,124,40,29,6.6,66.4,Red,Kharif,Nagpur,Cotton
22.6,66.6,55.14930142492484,29,73,16,7.1,57.1,Clay,Zaid,Chennai,Lentil
